disno,historic,class_key,event_name,iso,origin,associ_types,ofda_response,appeal,decl,amount_aid,magni,magn_scale,lat,long,start_year,total_deaths,total_affec,total_damage,total_damadj,cpi,entry_date,last_update
3712,0,nat-geo-ear-gro,Isidore,196,121,38,0,0,0,450.0,5.5,Richter,-2.907,33.733,2002,2.0,2000.0,500.0,813.0,61.46318826119141,2003-07-01,2023-09-25
3713,0,nat-geo-ear-gro,Isidore,34,121,38,0,0,0,450.0,5.3,Richter,30.916,99.927,2002,4.0,378.0,500.0,813.0,61.46318826119141,2014-03-11,2023-09-25
3714,0,nat-met-sto-tro,Isidore,45,121,38,0,0,0,450.0,150.0,Kph,37.67,15.267,2002,4.0,250.0,500.0,813.0,61.46318826119141,2008-03-21,2023-09-25
3715,0,nat-met-sto-tro,Isidore,92,121,38,0,0,0,450.0,150.0,Kph,37.67,15.267,2002,4.0,250.0,1000.0,1627.0,61.46318826119141,2008-03-21,2023-09-25
3716,0,nat-met-sto-tro,Lili,82,121,38,0,0,0,450.0,150.0,Kph,37.67,15.267,2002,4.0,250.0,200000.0,325398.0,61.46318826119141,2006-10-12,2023-09-25
3717,0,nat-bio-epi-vir,Acute Hepatitis E,30,121,73,0,0,0,450.0,3600.0,Vaccinated,37.67,15.267,2002,6.0,727.0,200000.0,325398.0,61.46318826119141,2003-07-01,2023-09-25
3718,0,nat-hyd-flo-riv,Unknown,34,121,73,0,0,0,450.0,3600.0,Km2,37.67,15.267,2002,16.0,5250000.0,200000.0,325398.0,61.46318826119141,2003-07-01,2023-09-25
3719,0,nat-bio-epi-dis,Unknown,0,121,73,0,0,0,450.0,225.0,Vaccinated,37.67,15.267,2002,100.0,101.0,200000.0,325398.0,61.46318826119141,2003-07-01,2023-09-25
3720,0,nat-bio-epi-dis,Kenna,200,121,73,0,0,0,450.0,225.0,Vaccinated,37.67,15.267,2002,3.0,101.0,200000.0,325398.0,61.46318826119141,2003-07-01,2023-09-25
3721,0,nat-met-sto-tro,Kenna,118,121,73,0,0,0,450.0,225.0,Kph,37.67,15.267,2002,3.0,9000.0,200000.0,325398.0,61.46318826119141,2006-07-27,2023-09-25
3722,0,nat-met-sto-sto,Jeanett,126,121,73,0,0,0,1614.0,155.0,Kph,37.67,15.267,2002,3.0,4017.0,400000.0,650796.0,61.46318826119141,2003-07-01,2023-09-25
3723,0,nat-met-sto-ext,Jeanett,65,121,73,0,0,0,1614.0,155.0,Kph,37.67,15.267,2002,7.0,3.0,400000.0,650796.0,61.46318826119141,2008-03-21,2023-09-25
3724,0,nat-met-sto-ext,Jeannet,14,121,73,0,0,0,1614.0,140.0,Kph,37.67,15.267,2002,5.0,3.0,5000.0,8135.0,61.46318826119141,2008-03-21,2023-09-25
3725,0,nat-met-sto-ext,Jeanett,62,121,73,0,0,0,1614.0,180.0,Kph,37.67,15.267,2002,4.0,3.0,1000.0,1627.0,61.46318826119141,2003-07-01,2023-09-25
3726,0,nat-met-sto-ext,Jeannet,48,121,73,0,0,0,1614.0,180.0,Kph,37.67,15.267,2002,11.0,2.0,1800000.0,2928582.0,61.46318826119141,2008-03-21,2023-09-25
3727,0,nat-met-sto-ext,Jeannet,10,121,73,0,0,0,1614.0,100.0,Kph,37.67,15.267,2002,2.0,2.0,5000.0,8135.0,61.46318826119141,2008-03-21,2023-09-25
3728,0,nat-met-sto-sto,Jeanett,32,121,73,0,0,0,1614.0,100.0,Kph,37.67,15.267,2002,1.0,2.0,300000.0,488097.0,61.46318826119141,2003-07-01,2023-09-25
3729,0,nat-met-sto-ext,Jeanett,139,121,73,0,0,0,1614.0,100.0,Kph,37.67,15.267,2002,4.0,1009.0,300000.0,488097.0,61.46318826119141,2008-03-21,2023-09-25
3730,0,nat-met-sto-ext,Jeannet,47,121,73,0,0,0,1614.0,100.0,Kph,37.67,15.267,2002,2.0,1009.0,20000.0,32540.0,61.46318826119141,2008-03-21,2023-09-25
3731,0,nat-met-sto-ext,Jeannet,150,121,73,0,0,0,1614.0,100.0,Kph,37.67,15.267,2002,3.0,1009.0,50.0,81.0,61.46318826119141,2008-03-21,2023-09-25
3732,0,nat-geo-ear-gro,Cholera,91,121,73,0,0,0,1614.0,4.3,Richter,37.67,15.267,2002,1.0,1009.0,796000.0,1295084.0,61.46318826119141,2003-09-02,2023-09-25
3733,0,nat-met-sto-sev,Cholera,51,121,73,0,0,0,1614.0,77900.0,Kph,41.789,14.872,2002,1.0,353.0,796000.0,1295084.0,61.46318826119141,2003-07-01,2023-09-25
3734,0,nat-met-sto-sev,Cholera,178,121,73,0,0,0,1614.0,77900.0,Kph,41.789,14.872,2002,1.0,353.0,796000.0,1295084.0,61.46318826119141,2010-08-05,2023-09-25
3735,0,nat-bio-epi-bac,Cholera,37,121,73,0,0,0,1614.0,77900.0,Vaccinated,41.789,14.872,2002,41.0,353.0,796000.0,1295084.0,61.46318826119141,2005-06-23,2023-09-25
3736,0,nat-bio-epi-vir,West Nile Fever,31,121,73,0,0,0,1614.0,77900.0,Vaccinated,41.789,14.872,2002,2.0,139.0,796000.0,1295084.0,61.46318826119141,2005-06-22,2023-09-25
3737,0,nat-hyd-flo-riv,Reventador,96,121,73,0,0,0,1614.0,77900.0,Km2,41.789,14.872,2002,14.0,20000.0,796000.0,1295084.0,61.46318826119141,2005-09-26,2023-09-25
3738,0,nat-geo-ear-gro,Reventador,91,121,73,0,0,0,1614.0,5.9,Richter,41.789,14.872,2002,30.0,8533.0,796000.0,1295084.0,61.46318826119141,2003-09-02,2023-09-25
3739,0,nat-hyd-flo-riv,Reventador,34,121,73,0,0,0,1614.0,7900.0,Km2,35.517,74.654,2002,17.0,50000.0,700000.0,1138893.0,61.46318826119141,2005-09-26,2023-09-25
3740,0,nat-geo-ear-gro,Reventador,144,45,73,0,0,0,1614.0,5.4,Richter,35.517,74.654,2002,17.0,15065.0,700000.0,1138893.0,61.46318826119141,2003-09-02,2023-09-25
3741,0,nat-geo-vol-ash,Reventador,54,45,73,0,0,1,1614.0,200.0,Km2,35.414,74.515,2002,36.0,128150.0,700000.0,1138893.0,61.46318826119141,2005-04-19,2023-09-25
3742,0,nat-hyd-flo-riv,Mt. Papandayan,73,45,73,0,0,0,304.0,200.0,Km2,35.414,74.515,2002,36.0,210.0,700000.0,1138893.0,61.46318826119141,2003-07-01,2023-09-25
3743,0,nat-met-sto-tor,Mt. Papandayan,200,45,73,0,0,0,304.0,200.0,Kph,35.414,74.515,2002,36.0,4066.0,700000.0,1138893.0,61.46318826119141,2006-01-13,2023-09-25
3744,0,nat-geo-vol-ash,Mt. Papandayan,84,45,73,0,0,0,304.0,60.0,Kph,35.414,74.515,2002,124.0,5000.0,2000000.0,3253980.0,61.46318826119141,2014-07-28,2023-09-25
3745,0,nat-met-sto-tro,Pertusis,85,45,73,0,0,0,304.0,60.0,Kph,35.414,74.515,2002,124.0,115.0,2000000.0,3253980.0,61.46318826119141,2003-07-01,2023-09-25
3746,0,nat-bio-epi-bac,Pertusis,0,45,73,0,0,0,304.0,85.0,Kph,35.414,74.515,2002,17.0,115.0,2000000.0,3253980.0,61.46318826119141,2004-02-09,2023-09-25
3747,0,nat-met-sto-tro,Leishmaniasis,17,45,73,0,0,0,304.0,85.0,Kph,35.414,74.515,2002,49.0,300.0,2000000.0,3253980.0,61.46318826119141,2003-07-01,2023-09-25
3748,0,nat-met-sto-sto,Leishmaniasis,10,45,73,0,0,0,304.0,160.0,Kph,35.414,74.515,2002,1.0,300.0,2000000.0,3253980.0,61.46318826119141,2003-07-01,2023-09-25
3749,0,nat-hyd-flo-riv,Leishmaniasis,146,45,73,0,0,0,304.0,16.0,Km2,35.414,74.515,2002,4.0,350.0,2000000.0,3253980.0,61.46318826119141,2003-07-01,2023-09-25
3750,0,nat-hyd-flo-fla,Leishmaniasis,96,45,73,0,0,0,304.0,920.0,Km2,35.414,74.515,2002,12.0,2000.0,2000000.0,3253980.0,61.46318826119141,2005-09-26,2023-09-25
3751,0,nat-met-sto-sto,Leishmaniasis,62,121,73,0,0,0,304.0,0.0,Kph,35.414,74.515,2002,1.0,250.0,2000000.0,3253980.0,61.46318826119141,2003-07-01,2023-09-25
3752,0,nat-hyd-flo-riv,Leishmaniasis,170,121,73,0,0,0,304.0,65260.0,Km2,35.414,74.515,2002,11.0,1000.0,2000000.0,3253980.0,61.46318826119141,2005-09-26,2023-09-25
3753,0,nat-bio-epi-par,Leishmaniasis,163,143,73,0,0,0,304.0,0.0,Vaccinated,35.414,74.515,2002,11.0,1000.0,2000000.0,3253980.0,61.46318826119141,2003-07-01,2023-09-25
3754,0,nat-bio-epi-vir,Yellow fever,164,143,73,0,0,0,304.0,0.0,Vaccinated,35.414,74.515,2002,11.0,60.0,2000000.0,3253980.0,61.46318826119141,2005-06-23,2023-09-25
3755,0,nat-geo-ear-gro,Lili,144,143,73,0,0,0,304.0,6.3,Richter,35.414,74.515,2002,19.0,140782.0,2000000.0,3253980.0,61.46318826119141,2005-04-19,2023-09-25
3756,0,nat-met-sto-sto,Lili,5,143,38,0,0,0,5565.0,0.0,Kph,37.747,21.087,2002,3.0,5000.0,2000000.0,3253980.0,61.46318826119141,2003-07-01,2023-09-25
3757,0,nat-met-sto-tro,Lili,200,143,38,0,0,0,5565.0,0.0,Kph,37.747,21.087,2002,70.0,1800.0,2000000.0,3253980.0,61.46318826119141,2008-03-21,2023-09-25
3758,0,nat-met-sto-lig,Acute respiratory syndrome,206,143,73,0,0,0,5565.0,0.0,Kph,37.747,21.087,2002,70.0,1800.0,100.0,163.0,61.46318826119141,2003-07-01,2023-09-25
3759,0,nat-hyd-mmw-mud,Acute respiratory syndrome,40,143,73,0,0,0,5565.0,0.0,Km2,37.747,21.087,2002,70.0,2000.0,1600.0,2603.0,61.46318826119141,2005-12-09,2023-09-25
3760,0,nat-hyd-flo-flo,Acute respiratory syndrome,85,143,73,0,0,0,5565.0,0.0,Km2,37.747,21.087,2002,20.0,200.0,1600.0,2603.0,61.46318826119141,2003-07-01,2023-09-25
3761,0,nat-hyd-flo-riv,Acute respiratory syndrome,84,143,73,1,0,0,5565.0,17000.0,Km2,37.747,21.087,2002,13.0,87000.0,1600.0,2603.0,61.46318826119141,2005-04-19,2023-09-25
3762,0,nat-hyd-flo-riv,Acute respiratory syndrome,114,121,73,0,0,0,1241.0,40850.0,Km2,37.747,21.087,2002,80.0,15017.0,200000.0,325398.0,61.46318826119141,2005-09-26,2023-09-25
3763,0,nat-hyd-flo-riv,Acute respiratory syndrome,38,121,73,0,0,0,584.0,0.0,Km2,37.747,21.087,2002,2.0,53000.0,350000.0,569447.0,61.46318826119141,2004-02-26,2023-09-25
3764,0,nat-hyd-flo-riv,Acute respiratory syndrome,91,121,73,0,0,0,584.0,29900.0,Km2,37.747,21.087,2002,2.0,10000.0,350000.0,569447.0,61.46318826119141,2008-03-22,2023-09-25
3765,0,nat-bio-epi-vir,Acute respiratory syndrome,37,143,73,0,0,0,584.0,0.0,Vaccinated,37.747,21.087,2002,18.0,1245.0,180000.0,292858.0,61.46318826119141,2005-06-23,2023-09-25
3766,0,nat-hyd-mmw-mud,Pongsona,32,143,73,0,0,1,584.0,0.0,Kph,37.747,21.087,2002,1.0,231.0,180000.0,292858.0,61.46318826119141,2008-03-22,2023-09-25
3767,0,nat-met-sto-bli,Pongsona,200,143,73,0,0,0,584.0,0.0,Kph,37.747,21.087,2002,30.0,11100.0,450500.0,732959.0,61.46318826119141,2003-07-01,2023-09-25
3768,0,nat-hyd-flo-flo,Pongsona,53,143,73,0,0,0,584.0,0.0,Km2,37.747,21.087,2002,6.0,11100.0,70000.0,113889.0,61.46318826119141,2003-07-01,2023-09-25
3769,0,nat-met-sto-tro,Pongsona,77,143,73,0,0,0,584.0,180.0,Kph,37.747,21.087,2002,1.0,11100.0,70000.0,113889.0,61.46318826119141,2003-07-01,2023-09-25
3770,0,nat-met-ext-col,Acute Neurological syndrome,150,143,73,0,0,0,584.0,-25.0,°C,37.747,21.087,2002,183.0,75040.0,50000.0,81350.0,61.46318826119141,2003-07-01,2023-09-25
3771,0,nat-hyd-flo-riv,Acute Neurological syndrome,43,143,73,1,0,1,584.0,5.7,Km2,37.747,21.087,2002,10.0,75040.0,50000.0,81350.0,61.46318826119141,2004-08-17,2023-09-25
3772,0,nat-hyd-flo-riv,Acute Neurological syndrome,145,143,73,0,0,0,584.0,5.7,Km2,37.747,21.087,2002,1.0,15000.0,50000.0,81350.0,61.46318826119141,2004-08-17,2023-09-25
3773,0,nat-geo-ear-gro,Acute Neurological syndrome,73,121,73,0,0,0,584.0,5.7,Richter,37.747,21.087,2002,44.0,167.0,50000.0,81350.0,61.46318826119141,2005-06-27,2023-09-25
3774,0,nat-bio-epi-dis,Acute Neurological syndrome,85,121,73,0,0,0,584.0,0.0,Vaccinated,-14.49,167.827,2002,44.0,9.0,50000.0,81350.0,61.46318826119141,2003-07-01,2023-09-25
3775,0,nat-bio-epi-vir,Acute respiratory syndrome,136,121,73,0,0,0,584.0,0.0,Vaccinated,-14.49,167.827,2002,14.0,9.0,50000.0,81350.0,61.46318826119141,2003-07-01,2023-09-25
3776,0,nat-bio-epi-dis,Acute Jaundice syndrome,136,121,73,0,0,0,584.0,0.0,Vaccinated,-14.49,167.827,2002,11.0,9.0,50000.0,81350.0,61.46318826119141,2003-07-01,2023-09-25
3777,0,nat-bio-epi-bac,Cholera,136,121,73,0,0,0,584.0,0.0,Km2,-14.49,167.827,2002,12.0,164.0,50000.0,81350.0,61.46318826119141,2003-07-01,2023-09-25
3778,0,nat-bio-epi-bac,Meningococcal disease,37,121,73,0,0,0,584.0,0.0,Km2,-14.49,167.827,2002,17.0,57.0,50000.0,81350.0,61.46318826119141,2003-07-01,2023-09-25
3779,0,nat-hyd-flo-riv,Dzud,73,121,73,0,0,0,584.0,0.0,Km2,-14.49,167.827,2002,2.0,244.0,50000.0,81350.0,61.46318826119141,2005-09-26,2023-09-25
3780,0,nat-cli-wil-lan,Dzud,9,121,73,0,0,0,584.0,0.0,Km2,-14.49,167.827,2002,2.0,244.0,50000.0,81350.0,61.46318826119141,2005-12-01,2023-09-25
3781,0,nat-met-sto-sto,Dzud,124,121,73,0,0,0,584.0,0.0,Kph,-14.49,167.827,2002,3.0,665000.0,33000.0,53691.0,61.46318826119141,2004-02-13,2023-09-25
3782,0,nat-met-ext-col,Unknown,158,121,73,0,0,0,584.0,-11.0,°C,-14.49,167.827,2002,10.0,5.0,33000.0,53691.0,61.46318826119141,2003-07-01,2023-09-25
3783,0,nat-hyd-mmw-mud,Unknown,84,121,73,0,0,0,584.0,5.9,Richter,-14.49,167.827,2002,32.0,5.0,33000.0,53691.0,61.46318826119141,2003-07-01,2023-09-25
3784,0,nat-geo-ear-gro,Unknown,207,121,73,0,0,0,584.0,5.9,Richter,-14.49,167.827,2002,2.0,503.0,33000.0,53691.0,61.46318826119141,2003-07-01,2023-09-25
3785,0,nat-bio-epi-dis,Unknown,120,121,80,0,0,0,584.0,0.0,Vaccinated,34.594,47.454,2002,2.0,200.0,33000.0,53691.0,61.46318826119141,2003-07-01,2023-09-25
3786,0,nat-hyd-flo-riv,Acute watery diarrhoeal syndrome,86,121,80,0,0,0,584.0,0.0,Km2,34.594,47.454,2002,2.0,300.0,33000.0,53691.0,61.46318826119141,2005-09-26,2023-09-25
3787,0,nat-hyd-flo-riv,Acute watery diarrhoeal syndrome,65,121,80,0,0,0,584.0,0.0,Km2,34.594,47.454,2002,2.0,300.0,33000.0,53691.0,61.46318826119141,2005-09-26,2023-09-25
3788,0,nat-hyd-flo-flo,Acute watery diarrhoeal syndrome,73,121,80,0,0,0,584.0,0.0,Km2,34.594,47.454,2002,2.0,180.0,33000.0,53691.0,61.46318826119141,2003-07-01,2023-09-25
3789,0,nat-hyd-flo-riv,Acute watery diarrhoeal syndrome,120,121,80,0,0,0,584.0,0.0,Km2,34.594,47.454,2002,2.0,1650.0,33000.0,53691.0,61.46318826119141,2005-09-26,2023-09-25
3790,0,nat-hyd-flo-riv,Acute watery diarrhoeal syndrome,108,121,80,0,0,0,584.0,14150.0,Km2,34.594,47.454,2002,2.0,500000.0,33000.0,53691.0,61.46318826119141,2005-09-26,2023-09-25
3791,0,nat-hyd-flo-flo,Acute watery diarrhoeal syndrome,55,121,80,0,0,0,584.0,0.0,Km2,34.594,47.454,2002,14.0,70.0,33000.0,53691.0,61.46318826119141,2003-07-01,2023-09-25
3792,0,nat-met-sto-sto,Acute watery diarrhoeal syndrome,104,121,80,0,0,0,584.0,90.0,Kph,34.594,47.454,2002,10.0,500.0,33000.0,53691.0,61.46318826119141,2003-07-01,2023-09-25
3793,0,nat-met-sto-sto,Acute watery diarrhoeal syndrome,193,121,80,0,0,0,584.0,0.0,Kph,34.594,47.454,2002,10.0,25.0,33000.0,53691.0,61.46318826119141,2003-07-01,2023-09-25
3794,0,nat-bio-epi-dis,Acute watery diarrhoeal syndrome,136,121,80,0,0,0,584.0,0.0,Vaccinated,34.594,47.454,2002,12.0,25.0,33000.0,53691.0,61.46318826119141,2003-07-01,2023-09-25
3795,0,nat-met-sto-sto,Zoe,200,121,80,0,0,0,584.0,0.0,Kph,34.594,47.454,2002,13.0,25.0,33000.0,53691.0,61.46318826119141,2003-07-01,2023-09-25
3796,0,nat-met-sto-sto,Zoe,93,121,80,0,0,0,584.0,0.0,Kph,34.594,47.454,2002,5.0,25.0,33000.0,53691.0,61.46318826119141,2003-07-01,2023-09-25
3797,0,nat-met-sto-sto,Zoe,9,121,80,0,0,0,584.0,0.0,Kph,34.594,47.454,2002,6.0,129.0,33000.0,53691.0,61.46318826119141,2003-07-01,2023-09-25
3798,0,nat-hyd-flo-riv,Zoe,96,121,80,0,0,0,584.0,750.0,Km2,34.594,47.454,2002,6.0,3000.0,33000.0,53691.0,61.46318826119141,2005-09-26,2023-09-25
3799,0,nat-met-sto-bli,Zoe,200,121,80,0,0,0,584.0,0.0,Kph,34.594,47.454,2002,18.0,220110.0,33000.0,53691.0,61.46318826119141,2003-07-01,2023-09-25
3800,0,nat-met-sto-tor,Zoe,34,121,80,0,0,0,584.0,0.0,Kph,34.594,47.454,2002,27.0,220110.0,33000.0,53691.0,61.46318826119141,2003-07-01,2023-09-25
3801,0,nat-geo-ear-gro,Zoe,87,121,80,0,0,0,584.0,5.2,Richter,34.594,47.454,2002,50.0,15015.0,11000.0,17897.0,61.46318826119141,2014-04-04,2023-09-25
3802,0,nat-met-ext-col,Zoe,118,121,80,0,0,0,584.0,-10.0,°C,-1.68,134.234,2002,50.0,246340.0,11000.0,17897.0,61.46318826119141,2003-07-01,2023-09-25
3803,0,nat-hyd-flo-riv,Zoe,73,121,80,0,0,0,584.0,0.0,Km2,-1.68,134.234,2002,8.0,246340.0,11000.0,17897.0,61.46318826119141,2003-07-01,2023-09-25
3804,0,nat-hyd-flo-flo,Zoe,131,121,80,0,0,0,584.0,253.0,Km2,-1.68,134.234,2002,8.0,246340.0,11000.0,17897.0,61.46318826119141,2003-07-01,2023-09-25
3805,0,nat-met-sto-tro,Zoe,167,121,80,1,0,1,584.0,0.0,Kph,-1.68,134.234,2002,2.0,1110.0,11000.0,17897.0,61.46318826119141,2005-04-13,2023-11-10
3806,0,nat-hyd-flo-riv,Pongsona,14,121,38,0,0,0,192.0,0.0,Km2,-1.68,134.234,2002,2.0,60.0,11000.0,17897.0,61.46318826119141,2003-07-01,2023-09-25
3807,0,nat-hyd-flo-riv,Pongsona,153,121,38,0,0,0,192.0,0.0,Km2,-1.68,134.234,2002,1.0,60.0,11000.0,17897.0,61.46318826119141,2003-07-01,2023-09-25
3808,0,nat-bio-epi-vir,Pongsona,149,121,38,0,0,0,192.0,0.0,Vaccinated,-1.68,134.234,2002,20.0,50000.0,11000.0,17897.0,61.46318826119141,2003-07-01,2023-09-25
3809,0,nat-met-ext-col,Pongsona,85,121,38,0,0,0,192.0,5.0,°C,-1.68,134.234,2002,900.0,50000.0,11000.0,17897.0,61.46318826119141,2003-07-01,2023-09-25
3810,0,nat-met-ext-col,Pongsona,17,121,38,0,0,0,192.0,3.0,°C,-1.68,134.234,2002,700.0,50000.0,11000.0,17897.0,61.46318826119141,2006-09-17,2023-09-25
3811,0,nat-geo-ear-gro,Pongsona,84,121,38,0,0,0,26.0,6.4,Richter,-1.68,134.234,2002,3.0,155.0,11000.0,17897.0,61.46318826119141,2003-07-01,2023-09-25
3812,0,nat-geo-ear-gro,Pongsona,87,121,38,0,0,0,26.0,5.6,Richter,31.995,49.329,2002,3.0,5.0,11000.0,17897.0,61.46318826119141,2014-03-07,2023-09-25
3813,0,nat-geo-ear-gro,Pongsona,84,121,38,0,0,0,26.0,7.4,Richter,2.824,96.085,2002,3.0,60.0,11000.0,17897.0,61.46318826119141,2003-07-01,2023-09-25
3814,0,nat-hyd-mmw-mud,Pongsona,25,121,38,0,0,0,26.0,0.0,Kph,39.736,97.443,2002,74.0,1500.0,11000.0,17897.0,61.46318826119141,2006-09-17,2023-09-25
3815,0,nat-met-sto-sto,Pongsona,94,121,3,0,0,0,26.0,0.0,Kph,39.736,97.443,2002,13.0,228.0,500.0,813.0,61.46318826119141,2003-07-01,2023-09-25
3816,0,nat-met-sto-tro,Pongsona,125,121,3,0,0,0,26.0,0.0,Kph,39.736,97.443,2002,13.0,300.0,500.0,813.0,61.46318826119141,2010-03-25,2023-09-25
3817,0,nat-hyd-flo-riv,Cholera,207,121,3,0,0,0,26.0,146.0,Km2,39.736,97.443,2002,13.0,3001.0,500.0,813.0,61.46318826119141,2005-09-26,2023-09-25
3818,0,nat-hyd-mmw-mud,Cholera,25,121,3,0,0,0,146.0,0.0,°C,39.736,97.443,2002,13.0,200.0,500.0,813.0,61.46318826119141,2003-07-01,2023-09-25
3819,0,nat-met-ext-col,Cholera,141,121,3,0,0,0,146.0,0.0,°C,39.736,97.443,2002,60.0,200.0,500.0,813.0,61.46318826119141,2003-07-01,2023-09-25
3820,0,nat-bio-epi-bac,Cholera,35,121,3,0,0,0,146.0,0.0,Vaccinated,39.736,97.443,2002,15.0,55.0,500.0,813.0,61.46318826119141,2004-02-09,2023-09-25
3821,0,nat-bio-epi-vir,Influenza,37,121,3,0,0,0,146.0,0.0,Vaccinated,39.736,97.443,2002,2.0,140.0,500.0,813.0,61.46318826119141,2003-07-01,2023-09-25
3822,0,nat-met-ext-col,Influenza,144,121,3,0,0,0,146.0,0.0,°C,39.736,97.443,2002,2.0,65500.0,500.0,813.0,61.46318826119141,2003-07-01,2023-09-25
3823,0,nat-geo-ear-gro,Influenza,34,121,3,0,0,0,146.0,5.6,Richter,39.736,97.443,2002,2.0,65500.0,500.0,813.0,61.46318826119141,2003-09-02,2023-09-25
3824,0,nat-bio-epi-vir,Influenza,37,121,3,0,0,0,146.0,0.0,Vaccinated,-1.467,-78.442,2002,2000.0,500000.0,500.0,813.0,61.46318826119141,2003-07-01,2023-09-25
3825,0,nat-hyd-flo-riv,Tungurahua,40,121,3,0,0,0,146.0,0.0,Km2,-1.467,-78.442,2002,3.0,12500.0,500.0,813.0,61.46318826119141,2005-09-26,2023-09-25
3826,0,nat-hyd-flo-flo,Tungurahua,52,121,73,0,0,0,146.0,0.0,Km2,-1.467,-78.442,2002,3.0,1750.0,500.0,813.0,61.46318826119141,2005-12-09,2023-09-25
3827,0,nat-hyd-flo-flo,Tungurahua,13,121,73,0,0,0,146.0,0.0,Km2,-1.467,-78.442,2002,3.0,2000.0,100.0,163.0,61.46318826119141,2003-07-01,2023-09-25
3828,0,nat-hyd-flo-flo,Tungurahua,40,121,73,0,0,0,146.0,0.0,Km2,-1.467,-78.442,2002,3.0,1025.0,100.0,163.0,61.46318826119141,2003-07-01,2023-09-25
3829,0,nat-geo-vol-ash,Tungurahua,54,121,73,0,0,0,146.0,0.0,Km2,-1.467,-78.442,2002,3.0,21500.0,100.0,163.0,61.46318826119141,2005-06-01,2023-09-25
3830,0,nat-hyd-flo-riv,Isidore,33,121,73,0,0,0,146.0,0.0,Km2,38.381,13.701,2002,3.0,800.0,100.0,163.0,61.46318826119141,2005-09-26,2023-09-25
3831,0,nat-hyd-flo-riv,Isidore,5,121,73,0,0,0,146.0,0.0,Km2,38.381,13.701,2002,4.0,6000.0,100.0,163.0,61.46318826119141,2005-09-26,2023-09-25
3832,0,nat-met-sto-tro,Isidore,75,74,73,0,0,0,146.0,0.0,Kph,38.381,13.701,2002,2.0,1500.0,100.0,163.0,61.46318826119141,2005-12-08,2023-09-25
3833,0,nat-met-sto-tro,Isidore,137,74,73,0,0,0,146.0,0.0,Kph,38.381,13.701,2002,2.0,300.0,1000.0,1627.0,61.46318826119141,2008-03-21,2023-09-25
3834,0,nat-met-sto-tro,Isidore,169,74,73,0,0,0,146.0,0.0,Kph,38.381,13.701,2002,128.0,500.0,3292.0,5356.0,61.46318826119141,2003-07-01,2023-09-25
3835,0,nat-bio-epi-vir,Ebola,38,74,73,0,0,0,146.0,0.0,Vaccinated,38.381,13.701,2002,128.0,15.0,3292.0,5356.0,61.46318826119141,2004-01-15,2023-09-25
3836,0,nat-bio-epi-vir,Acute respiratory syndrome (SARS),9,74,73,0,0,0,146.0,0.0,Vaccinated,38.381,13.701,2003,43.0,6.0,3292.0,5356.0,62.858459500041306,2003-10-13,2023-09-25
3837,0,nat-bio-epi-vir,Acute respiratory syndrome (SARS),31,74,73,0,0,0,146.0,0.0,Vaccinated,38.381,13.701,2003,43.0,208.0,3292.0,5356.0,62.858459500041306,2003-10-13,2023-09-25
3838,0,nat-bio-epi-vir,Acute respiratory syndrome (SARS),32,74,73,0,0,0,146.0,0.0,Vaccinated,38.381,13.701,2003,349.0,1.0,3292.0,5356.0,62.858459500041306,2003-10-13,2023-09-25
3839,0,nat-bio-epi-vir,Acute respiratory syndrome (SARS),34,74,73,1,0,0,146.0,0.0,Vaccinated,38.381,13.701,2002,349.0,4978.0,3292.0,5356.0,61.46318826119141,2004-08-12,2023-09-25
3840,0,nat-bio-epi-vir,Acute respiratory syndrome (SARS),48,74,73,0,0,0,146.0,6.0,Vaccinated,38.381,13.701,2003,1.0,9.0,3292.0,5356.0,62.858459500041306,2003-10-13,2023-09-25
3841,0,nat-bio-epi-vir,Acute respiratory syndrome (SARS),57,74,73,0,0,0,146.0,6.0,Vaccinated,38.381,13.701,2003,1.0,1.0,3292.0,5356.0,62.858459500041306,2003-10-13,2023-09-25
3842,0,nat-bio-epi-vir,Acute respiratory syndrome (SARS),62,74,73,0,0,0,146.0,6.0,Vaccinated,38.381,13.701,2003,1.0,6.0,3292.0,5356.0,62.858459500041306,2003-10-13,2023-09-25
3843,0,nat-bio-epi-vir,Acute respiratory syndrome (SARS),65,74,73,0,0,0,146.0,6.0,Vaccinated,38.381,13.701,2003,299.0,4.0,3292.0,5356.0,62.858459500041306,2003-10-13,2023-09-25
3844,0,nat-bio-epi-vir,Acute respiratory syndrome (SARS),79,74,73,0,0,0,146.0,6.0,Vaccinated,38.381,13.701,2003,299.0,1456.0,3292.0,5356.0,62.858459500041306,2003-10-13,2023-09-25
3845,0,nat-bio-epi-vir,Acute respiratory syndrome (SARS),84,74,73,0,0,0,146.0,6.0,Vaccinated,38.381,13.701,2003,2.0,2.0,3292.0,5356.0,62.858459500041306,2003-10-13,2023-09-25
3846,0,nat-bio-epi-vir,Acute respiratory syndrome (SARS),85,74,73,0,0,0,146.0,6.0,Vaccinated,38.381,13.701,2003,2.0,3.0,3292.0,5356.0,62.858459500041306,2003-10-13,2023-09-25
3847,0,nat-bio-epi-vir,Acute respiratory syndrome (SARS),86,74,73,0,0,0,146.0,6.0,Vaccinated,38.381,13.701,2003,2.0,1.0,3292.0,5356.0,62.858459500041306,2003-10-13,2023-09-25
